Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
HP,Notebook,15.6,1366,768,0,AMD,"A12-Series 9700P",2.5,8,"2TB HDD",HDD,2048,0,AMD,window,2.04,33513
Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7",2.8,16,"512GB SSD",SSD,512,0,Nvidia,window,2.62,89457
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.4,32448
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,12,"1TB HDD",HDD,1024,0,AMD,window,3.74,93187
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,2.9,128671
Samsung,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,0.81,79867
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,Nvidia,window,1.98,51202
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,AMD,window,2.18,42081
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.32,99048
Razer,Ultrabook,12.5,3840,2160,1,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Intel,window,1.29,95851
HP,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"16GB Flash Storage","Flash Storage",16,0,Intel,other,1.23,20513
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,4.36,133467
Dell,Notebook,14.0,1366,768,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,1.76,40226
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,2.1,26102
Toshiba,Ultrabook,14.0,1366,768,0,Intel,"Core i5",2.5,4,"128GB SSD",SSD,128,0,Intel,window,1.25,58075
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.13,133147
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.4,63883
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB Flash Storage","Flash Storage",256,0,Intel,window,1.13,99900
Toshiba,Notebook,14.0,1366,768,0,Intel,"Pentium Dual",2.1,4,"128GB SSD",SSD,128,0,Intel,window,1.75,26587
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.1,72354
Dell,Notebook,14.0,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,1.76,31169
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.35,18914
Acer,Notebook,14.0,1920,1080,0,Intel,"Core i3",2.4,8,"128GB SSD",SSD,128,0,Intel,window,1.5,32980
Razer,Gaming,17.3,3840,2160,1,Intel,"Core i7",2.9,32,"512GB SSD",SSD,512,0,Nvidia,window,3.49,292987
Lenovo,Ultrabook,14.0,2560,1440,0,Intel,"Core i7",2.6,16,"512GB SSD",SSD,512,0,Intel,window,1.1,111835
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,Nvidia,linux,2.1,27652
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.7,63190
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.32,87912
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3.21,147832
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.9,128884
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3",2.4,4,"500GB HDD",HDD,500,0,Intel,window,2.0,35644
Lenovo,Notebook,14.0,1366,768,0,Intel,"Celeron Quad",1.6,4,"16GB Flash Storage","Flash Storage",16,0,Intel,other,1.5,17316
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB HDD",HDD,128,0,Intel,window,2.3,31435
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.6,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,2.73,95851
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,32,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.42,163724
HP,Notebook,17.3,1600,900,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.63,48485
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"128GB SSD",SSD,128,0,Intel,window,2.18,38041
HP,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.5,8,"512GB SSD",SSD,512,0,Intel,window,1.54,99634
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,4,"256GB SSD",SSD,256,0,AMD,window,2.18,39374
HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.4,32767
Asus,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.3,8,"512GB SSD",SSD,512,0,Nvidia,window,1.45,54665
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.28,121319
HP,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.5,8,"512GB SSD",SSD,512,0,Intel,window,1.54,78215
HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"128GB SSD",SSD,128,0,Intel,N/A,1.86,15931
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.1,101179
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,AMD,linux,2.83,46087
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,1.96,101392
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,2.3,41931
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD",SSD,128,0,Intel,window,1.9,50350
Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"1TB HDD",HDD,1024,0,Intel,window,2,23923
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Intel,window,1.28,136344
Dell,Notebook,13.3,1920,1080,1,Intel,"Core i5",2.3,8,"1TB HDD",HDD,1024,0,Intel,window,1.62,34579
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,N/A,2.2,24988
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.3,45323
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,AMD,window,1.84,71875
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,4,"128GB SSD",SSD,128,0,Intel,window,1.05,68465
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,N/A,2.5,54186
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Intel,window,1.29,119347
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,2.07,48485
Toshiba,Ultrabook,13.3,1366,768,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.2,58342
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.37,103896
Acer,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.56,48059
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.23,94732
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,2.38,56210
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,N/A,2.2,25521
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,2.0,73953
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.4,4,"180GB SSD",SSD,180,0,Intel,window,1.44,39161
Samsung,Ultrabook,15.0,1920,1080,0,Intel,"Core i7",2.7,16,"256GB SSD",SSD,256,0,Nvidia,window,1.23,98515
Dell,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Intel,window,1.6,90043
Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"1TB HDD",HDD,1024,0,Intel,linux,2,21258
Xiaomi,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Nvidia,window,1.28,49817
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.18,48618
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,window,2.04,44702
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,window,1.28,90576
HP,"2 in 1 Convertible",15.6,1366,768,1,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,2.3,36486
Asus,Notebook,14.1,1366,768,0,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.65,18541
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.2,35644
Dell,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.6,4,"500GB HDD",HDD,500,0,Intel,window,2.2,19660
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,window,1.28,95851
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,linux,2.18,24280
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5",2.5,12,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,72988
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.25,15824
Lenovo,Notebook,17.3,1600,900,0,AMD,"A4-Series 7210",2.2,4,"500GB HDD",HDD,500,0,AMD,window,2.8,20193
HP,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,4,"128GB SSD",SSD,128,0,Intel,window,1.95,67399
HP,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7",2.7,16,"256GB SSD",SSD,256,0,Intel,window,1.42,74539
Samsung,Ultrabook,15.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.17,90523
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.32,95851
MSI,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.6,16,"512GB SSD +  2TB HDD",Hybrid,512,2048,Nvidia,window,2.43,141139
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.05,78588
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,linux,2.62,49497
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.04,47952
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,window,2.18,32714
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.6,8,"500GB HDD",HDD,500,0,Intel,window,1.9,49817
Dell,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7",1.3,8,"512GB SSD",SSD,512,0,Intel,window,1.24,107258
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.7,32,"256GB SSD +  256GB SSD",SSD,256,256,Nvidia,window,3.58,68145
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.3,16,"256GB SSD",SSD,256,0,Intel,window,1.22,87859
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB Flash Storage","Flash Storage",256,0,Intel,window,1.13,109171
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"512GB SSD",SSD,512,0,Intel,window,1.95,104588
LG,Ultrabook,15.6,1920,1080,1,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.08,111835
HP,Netbook,12.5,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.26,79014
Acer,Notebook,15.6,1920,1080,0,Intel,"Celeron Dual",1.5,4,"16GB Flash Storage","Flash Storage",16,0,Intel,other,2.20,19128
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.3,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.6,42038
LG,Ultrabook,14.0,1920,1080,1,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,0.98,101179
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.8,8,"256GB SSD",SSD,256,0,Intel,window,1.6,64202
HP,Ultrabook,12.5,3840,2160,1,Intel,"Core M",1.2,8,"240GB SSD",SSD,240,0,Intel,window,1.09,165168
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,6,"256GB SSD",SSD,256,0,Nvidia,window,2.2,42038
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,2.04,54292
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.4,4,"1TB HDD",HDD,1024,0,Intel,window,2.4,26587
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,4,"128GB SSD",SSD,128,0,Intel,window,1.44,46940
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.49,51149
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.7,85195
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.6,71875
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,59669
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,AMD,window,2.18,36496
HP,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,AMD,window,1.84,69104
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,8,"512GB SSD",SSD,512,0,Intel,window,1.37,97236
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,1.95,38889
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.36,87912
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,2.31,62071
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,Intel,window,2.18,37725
HP,Notebook,14.0,1366,768,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,1.95,61219
Lenovo,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"1TB HDD",HDD,1024,0,Intel,window,2.2,16464
HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,1.26,84129
HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"1TB HDD",HDD,1024,0,Intel,N/A,1.86,15393
Lenovo,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7",2.2,16,"1TB SSD",SSD,1024,0,Intel,window,1.3,95851
Toshiba,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.3,4,"128GB SSD",SSD,128,0,Intel,window,1.47,58874
HP,Netbook,12.5,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.26,88924
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,window,2.18,29762
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,63883
Dell,Gaming,17.3,2560,1440,0,Intel,"Core i7",2.7,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.36,146946
HP,Gaming,17.3,1920,1080,0,Intel,"Core i5",2.3,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.75,74539
Asus,Notebook,17.3,1600,900,0,Intel,"Pentium Quad",1.6,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.8,28238
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,2.23,32980
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,2.2,59620
Lenovo,"2 in 1 Convertible",11.3,1920,1080,1,Intel,"Core M",1.2,8,"256GB SSD",SSD,256,0,Intel,window,1.1,69211
Lenovo,Gaming,15.6,1920,1080,0,AMD,"FX 8800P",2.1,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,AMD,window,2.5,53227
Dell,Ultrabook,12.5,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.36,78439
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,Nvidia,N/A,2.2,36497
Dell,Notebook,17.3,1600,900,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,window,2.36,35112
Acer,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.68,18595
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"8GB SSD",SSD,8,0,Nvidia,window,2.0,119827
Dell,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Intel,window,1.36,94572
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.2,77789
Asus,"2 in 1 Convertible",12.5,1920,1080,0,Intel,"Core M",1.2,8,"64GB Flash Storage","Flash Storage",64,0,Intel,other,1.2,61752
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.7,79333
Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.8,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.36,168045
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",1.2,8,"256GB SSD",SSD,256,0,Intel,window,1.24,101179
HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Pentium Quad",1.1,4,"256GB SSD",SSD,256,0,Intel,window,1.45,41292
Dell,Ultrabook,13.3,3200,1800,0,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.3,67559
Acer,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.25,20726
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.4,8,"256GB SSD",SSD,256,0,Intel,window,1.2,81785
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.36,93773
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,12,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.4,53760
Toshiba,Ultrabook,12.5,1920,1080,1,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.1,95371
HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.04,45102
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,linux,2.25,24808
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,1.9,43956
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.4,4,"500GB HDD",HDD,500,0,Intel,window,2.04,36497
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,32,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.42,167779
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,6,"256GB SSD",SSD,256,0,Nvidia,window,2.4,37030
Dell,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7",1.3,16,"512GB SSD",SSD,512,0,Intel,window,1.22,101179
Dell,Ultrabook,14.0,2560,1440,1,Intel,"Core i7",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.5,104588
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.6,32,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.42,149184
Toshiba,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.95,62870
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.73,109219
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.7,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.04,52161
Lenovo,Notebook,14.0,1366,768,0,Intel,"Core i5",2.3,4,"508GB Hybrid",Hybrid,508,0,Intel,window,1.70,53387
Asus,"2 in 1 Convertible",15.6,3840,2160,1,Intel,"Core i7",2.7,16,"512GB SSD +  2TB HDD",Hybrid,512,2048,Nvidia,window,2.3,95851
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.99,93187
Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.7,12,"512GB SSD",SSD,512,0,Intel,window,2.19,69211
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.3,4,"128GB SSD",SSD,128,0,Intel,window,1.2,63670
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.6,6,"256GB SSD",SSD,256,0,AMD,window,2.2,29251
Fujitsu,Notebook,15.6,1366,768,0,Intel,"Core i5",2.3,4,"256GB SSD",SSD,256,0,Intel,window,2.3,34579
Toshiba,Notebook,14.0,1366,768,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,1.75,48751
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,AMD,window,2.25,31915
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.04,42944
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,63350
Dell,Notebook,15.6,1366,768,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,AMD,window,2.36,39907
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD",SSD,128,0,Intel,window,1.6,59620
HP,Netbook,12.5,1920,1080,0,Intel,"Core M",1.2,8,"512GB SSD",SSD,512,0,Intel,window,0.97,101658
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.1,26587
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"128GB SSD",SSD,128,0,Intel,N/A,1.9,14419
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,2.3,71875
Asus,Notebook,13.3,3200,1800,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.4,61272
HP,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.11,71875
Acer,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"500GB HDD",HDD,500,0,Intel,window,2.4,20246
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.5,95851
HP,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.48,111302
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.7,67133
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.34,63350
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Intel,window,2.18,29144
HP,Notebook,14.0,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,1.64,41505
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.3,4,"128GB SSD",SSD,128,0,Intel,window,1.2,63670
HP,Notebook,14.0,1366,768,0,Intel,"Core i5",2.4,4,"256GB SSD",SSD,256,0,Intel,window,1.48,58607
HP,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,window,1.95,64202
HP,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.43,77203
HP,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,1.64,55905
